Time,Zone1/converter,Zone1/standby,Grid4/grid/converter,Grid4/grid/standby,Grid4/grid/wire,PV1/solar/converter,PV1/solar/standby,PV1/solar/wire,Light2/light string 1/converter,Light2/light string 1/standby,Light2/light string 1/wire,Light2/light string 2/converter,Light2/light string 2/standby,Light2/light string 2/wire,Fan3/fan/converter,Fan3/fan/standby,Fan3/fan/wire,Total Loss,Total Load,Efficiency
1.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
2.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
3.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
4.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
5.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
6.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
7.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
8.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
9.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
10.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
11.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
12.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
13.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
14.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
15.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
16.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
17.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
18.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
19.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
20.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
21.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
22.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
23.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
24.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
25.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
26.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
27.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
28.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
29.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
30.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
31.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
32.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
33.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
34.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
35.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
36.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
37.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
38.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
39.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
40.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
41.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
42.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
43.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
44.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
45.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
46.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
47.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
48.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
49.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
50.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
51.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
52.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
53.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
54.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
55.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
56.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
57.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
58.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
59.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
60.0,0.0,0.0,3.0835939755714947,0.9,0.0,0.28383838383838056,0.1,0.0,1.7248595364273882,0.5,0.3744,1.1448717413414684,0.5,0.16640000000000005,0.0,0.5,3.708,12.985963637178731,235.63026872223114,0.947728912135096
